"angular_angular","22434",0,88990
"angular_angular","22434",1,89014
"angular_angular","22434",2,88992
"angular_angular","22434",3,88907
"angular_angular","22434",4,89031
"angular_angular","22434",5,89000
"angular_angular","14757",0,13036
"angular_angular","14757",1,13019
"angular_angular","14757",2,13012
"angular_angular","14757",3,13034
"angular_angular","14757",4,13082
"angular_angular","14757",5,13033
"angular_angular","17181",0,61521
"angular_angular","17181",1,61635
"angular_angular","17181",2,61522
"elastic_elasticsearch","37637",0,31678
"elastic_elasticsearch","37637",1,31736
"elastic_elasticsearch","37637",2,31741
"elastic_elasticsearch","37637",3,31680
"elastic_elasticsearch","24167",0,63547
"elastic_elasticsearch","24167",1,63509
"elastic_elasticsearch","24167",2,63624
"elastic_elasticsearch","68609",0,50016
"elastic_elasticsearch","68609",1,50067
"elastic_elasticsearch","68609",2,50071
"elastic_elasticsearch","68609",3,50066
"elastic_elasticsearch","68609",4,50027
"elastic_elasticsearch","68609",5,50041
"elastic_elasticsearch","68609",6,50026
"electron_electron","2810",0,28615
"electron_electron","2810",1,28637
"electron_electron","2810",2,28608
"electron_electron","2810",3,28644
"electron_electron","2810",4,28639
"electron_electron","2810",5,28631
"electron_electron","19569",0,27000
"electron_electron","19569",1,27020
"electron_electron","19569",2,27054
"flutter_flutter","13937",0,7158
"flutter_flutter","13937",1,7143
"flutter_flutter","13937",2,7249
"flutter_flutter","13937",3,7160
"golang_go","21266",0,42182
"golang_go","21266",1,42213
"golang_go","21266",2,42317
"golang_go","21266",3,42233
"google_gson","649",0,39
"google_gson","649",1,43
"google_gson","649",2,57
"google_gson","649",3,82
"google_gson","649",4,80
"google_gson","649",5,89
"google_gson","649",6,106
"google_guava","807",0,1770
"google_guava","807",1,1771
"google_guava","807",2,1781
"google_guava","807",3,1782
"google_guava","807",4,1785
"google_guava","807",5,1786
"google_guava","807",6,1788
"google_guava","807",7,1789
"google_guava","807",8,1790
"google_guava","807",9,1791
"google_guava","807",10,1792
"google_guava","807",11,1793
"google_guava","807",12,1794
"google_guava","807",13,1795
"google_guava","807",14,1796
"google_guava","807",15,1800
"google_guava","807",16,1802
"google_guava","807",17,1804
"google_guava","807",18,1806
"google_guava","807",19,1815
"google_guava","807",20,1853
"google_guava","807",21,1867
"google_guava","807",22,1868
"google_guava","807",23,1876
"google_guava","807",24,1874
"google_guava","807",25,1877
"google_guava","807",26,1891
"google_guava","807",27,1904
"google_guava","807",28,1755
"google_guava","807",29,1758
"google_guava","807",30,1762
"google_guava","807",31,1767
"grafana_grafana","15622",0,51094
"grafana_grafana","15622",1,50922
"grafana_grafana","15622",2,50913
"grafana_grafana","15622",3,50931
"grafana_grafana","15622",4,50969
"grafana_grafana","15622",5,50921
"grafana_grafana","18690",0,46447
"grafana_grafana","18690",1,46550
"grafana_grafana","18690",2,46467
"grafana_grafana","18690",3,46519
"grafana_grafana","18690",4,46466
"harvesthq_chosen","2839",0,8637
"harvesthq_chosen","2839",1,8554
"harvesthq_chosen","2839",2,8616
"hexchat_hexchat","1137",0,6418
"hexchat_hexchat","1137",1,6423
"hexchat_hexchat","1137",2,6426
"hexchat_hexchat","1137",3,6434
"hexchat_hexchat","1137",4,6435
"hexchat_hexchat","1137",5,6466
"hexchat_hexchat","1137",6,6467
"hexchat_hexchat","1137",7,6492
"hexchat_hexchat","1137",8,6443
"highcharts_highcharts","979",0,22308
"highcharts_highcharts","979",1,22320
"highcharts_highcharts","979",2,22292
"highcharts_highcharts","979",3,22334
"highcharts_highcharts","979",4,22297
"highcharts_highcharts","979",5,22304
"highcharts_highcharts","979",6,22313
"highcharts_highcharts","979",7,22318
"highcharts_highcharts","979",8,22319
"highcharts_highcharts","979",9,22326
"highcharts_highcharts","979",10,22366
"highcharts_highcharts","2280",0,8993
"highcharts_highcharts","2280",1,9025
"highcharts_highcharts","2280",2,8932
"highcharts_highcharts","2280",3,8975
"highcharts_highcharts","2280",4,8943
"highcharts_highcharts","2280",5,8983
"highcharts_highcharts","2280",6,8984
"highcharts_highcharts","2280",7,8985
"highcharts_highcharts","2280",8,8987
"highcharts_highcharts","2280",9,8988
"highcharts_highcharts","2280",10,8989
"JakeWharton_butterknife","31",0,166
"JakeWharton_butterknife","31",1,362
"JakeWharton_butterknife","31",2,132
"JakeWharton_butterknife","31",3,133
"JakeWharton_butterknife","31",4,134
"JakeWharton_butterknife","31",5,135
"JakeWharton_butterknife","31",6,136
"JakeWharton_butterknife","31",7,142
"JakeWharton_butterknife","31",8,141
"JakeWharton_butterknife","31",9,145
"keras-team_keras","5221",0,4058
"keras-team_keras","5221",1,3974
"keras-team_keras","5221",2,4059
"keras-team_keras","5221",3,4062
"keras-team_keras","5221",4,3963
"keras-team_keras","5221",5,3976
"keras-team_keras","5221",6,3923
"keras-team_keras","5221",7,4055
"keras-team_keras","5221",8,3919
"keras-team_keras","5221",9,3920
"keras-team_keras","5221",10,3928
"keras-team_keras","4178",0,1235
"keras-team_keras","4178",1,1236
"keras-team_keras","4178",2,1237
"keras-team_keras","4178",3,1238
"keras-team_keras","4178",4,1239
"keras-team_keras","4178",5,1240
"keras-team_keras","4178",6,1241
"keras-team_keras","4178",7,1242
"keras-team_keras","4178",8,1243
"keras-team_keras","4178",9,1244
"keras-team_keras","4178",10,1245
"keras-team_keras","4178",11,1246
"keras-team_keras","4178",12,1247
"keras-team_keras","4178",13,1154
"keras-team_keras","4178",14,1155
"keras-team_keras","4178",15,1156
"keras-team_keras","4178",16,1157
"keras-team_keras","4178",17,1158
"keras-team_keras","4178",18,1159
"keras-team_keras","4178",19,1160
"keras-team_keras","4178",20,1161
"keras-team_keras","4178",21,1164
"keras-team_keras","4178",22,1165
"keras-team_keras","4178",23,1166
"keras-team_keras","4178",24,1167
"keras-team_keras","4178",25,1220
"keras-team_keras","4178",26,1221
"keras-team_keras","4178",27,1222
"keras-team_keras","4178",28,1223
"keras-team_keras","4178",29,1249
"keras-team_keras","4178",30,1250
"keras-team_keras","4178",31,1251
"keras-team_keras","4178",32,1278
"keras-team_keras","4178",33,1317
"keras-team_keras","4178",34,1318
"keras-team_keras","4178",35,1319
"keras-team_keras","4178",36,1320
"keras-team_keras","4178",37,1321
"keras-team_keras","4178",38,1322
"keras-team_keras","4178",39,1323
"keras-team_keras","4178",40,1324
"keras-team_keras","4178",41,1325
"keras-team_keras","4178",42,1326
"mapbox_mapbox-gl-native","3130",0,10289
"mapbox_mapbox-gl-native","3130",1,10291
"mapbox_mapbox-gl-native","3130",2,10292
"mapbox_mapbox-gl-native","3130",3,10306
"mapbox_mapbox-gl-native","3130",4,10294
"mapbox_mapbox-gl-native","3130",5,10338
"mapbox_mapbox-gl-native","3130",6,10373
"mapbox_mapbox-gl-native","3130",7,10381
"mapbox_mapbox-gl-native","3130",8,10382
"mapbox_mapbox-gl-native","3130",9,10383
"mapbox_mapbox-gl-native","3130",10,10384
"mapbox_mapbox-gl-native","3130",11,10385
"mapbox_mapbox-gl-native","3130",12,10386
"microsoft_vscode","66774",0,12402
"microsoft_vscode","66774",1,12479
"microsoft_vscode","66774",2,12389
"microsoft_vscode","66774",3,12390
"microsoft_vscode","66774",4,12391
"microsoft_vscode","66774",5,12392
"microsoft_vscode","66774",6,12393
"microsoft_vscode","66774",7,12347
"microsoft_vscode","66774",8,12417
"microsoft_vscode","66774",9,12446
"microsoft_vscode","66774",10,12349
"microsoft_vscode","66774",11,12353
"microsoft_vscode","66774",12,12354
"microsoft_vscode","66774",13,12422
"microsoft_vscode","66774",14,12424
"microsoft_vscode","66774",15,12425
"microsoft_vscode","66774",16,12426
"microsoft_vscode","66774",17,12476
"microsoft_vscode","66774",18,12365
"microsoft_vscode","94807",0,9803
"microsoft_vscode","94807",1,9804
"microsoft_vscode","94807",2,9805
"microsoft_vscode","94807",3,9806
"microsoft_vscode","94807",4,9807
"microsoft_vscode","94807",5,9808
"microsoft_vscode","94807",6,9809
"microsoft_vscode","94807",7,9810
"microsoft_vscode","94807",8,9948
"microsoft_vscode","94807",9,9943
"microsoft_vscode","94807",10,9952
"microsoft_vscode","94807",11,9987
"microsoft_vscode","94807",12,9679
"microsoft_vscode","94807",13,9680
"microsoft_vscode","94807",14,9683
"highcharts_highcharts","1093",0,15304
"highcharts_highcharts","1093",1,15282
"highcharts_highcharts","1093",2,15283
"highcharts_highcharts","1093",3,15284
"highcharts_highcharts","1093",4,15290
"highcharts_highcharts","1093",5,15291
"highcharts_highcharts","1093",6,15295
"highcharts_highcharts","1093",7,15296
"highcharts_highcharts","1093",8,15302
"highcharts_highcharts","1093",9,15356
"mozilla-mobile_fenix","12982",0,19679
"mozilla-mobile_fenix","12982",1,19698
"mozilla-mobile_fenix","12982",2,19662
"mozilla-mobile_fenix","12982",3,19755
"mozilla-mobile_fenix","12982",4,19758
"mozilla-mobile_fenix","12982",5,19728
"mozilla-mobile_fenix","12982",6,19729
"mozilla-mobile_fenix","12982",7,19730
"mozilla-mobile_fenix","12982",8,19731
"mozilla-mobile_fenix","12982",9,19736
"mozilla-mobile_fenix","12982",10,19742
"mozilla-mobile_fenix","12982",11,19743
"mozilla-mobile_fenix","12982",12,19744
"mozilla-mobile_fenix","12982",13,19745
"mozilla-mobile_fenix","9636",0,4210
"mozilla-mobile_fenix","9636",1,4090
"mozilla-mobile_fenix","9636",2,4208
"mozilla-mobile_fenix","9636",3,4137
"mozilla-mobile_fenix","9636",4,4121
"mozilla-mobile_fenix","9636",5,4126
"mozilla-mobile_fenix","9636",6,4127
"mozilla-mobile_fenix","9636",7,4129
"mozilla-mobile_fenix","9636",8,4130
"mozilla-mobile_fenix","9636",9,4105
"mozilla-mobile_fenix","9636",10,4120
"mozilla-mobile_fenix","9636",11,4122
"mozilla-mobile_fenix","9636",12,4123
"mozilla-mobile_fenix","9636",13,4133
"nvaccess_nvda","3188",0,47635
"nvaccess_nvda","3188",1,47666
"nvaccess_nvda","3188",2,47610
"nvaccess_nvda","3188",3,47650
"nvaccess_nvda","3188",4,47651
"nvaccess_nvda","3188",5,47652
"nvaccess_nvda","3188",6,47626
"nvaccess_nvda","3188",7,47627
"nvaccess_nvda","3188",8,47628
"nvaccess_nvda","3188",9,47629
"nvaccess_nvda","3188",10,47630
"nvaccess_nvda","3188",11,47606
"nvaccess_nvda","3188",12,47607
"nvaccess_nvda","3188",13,47698
"nvaccess_nvda","3188",14,47699
"nvaccess_nvda","3188",15,47700
"nvaccess_nvda","1707",0,44231
"nvaccess_nvda","1707",1,44230
"nvaccess_nvda","1707",2,44234
"nvaccess_nvda","1707",3,44224
"nvaccess_nvda","1707",4,44225
"nvaccess_nvda","1707",5,44226
"nvaccess_nvda","1707",6,44255
"nvaccess_nvda","1707",7,44292
"ohmyzsh_ohmyzsh","3009",0,4911
"ohmyzsh_ohmyzsh","3009",1,4887
"ohmyzsh_ohmyzsh","3009",2,4981
"ohmyzsh_ohmyzsh","3009",3,4903
"ohmyzsh_ohmyzsh","3009",4,4888
"ohmyzsh_ohmyzsh","3009",5,4948
"ohmyzsh_ohmyzsh","3009",6,4895
"ohmyzsh_ohmyzsh","3009",7,4896
